cliente_id,data_compra,Produto,Valor_Médio,prob_180d,comprou_180d,prob_360d,comprou_360d
1503,2024-06-27,14022280002,5547.983999999999,0.01823661025788464,0,0.018785523264381793,0
1803,2023-05-02,5770101338,1939.041,0.022610452960581263,0,0.02582775563538293,0
2103,2023-04-03,405300354,55108.053,0.05817680206426422,1,0.06523129928493254,1
2103,2023-06-07,5771120672,111363.01800000001,0.20872775890878725,0,0.23279030589242405,0
2703,2023-01-04,14010160002,900690.492,0.49010784973010985,0,0.4936816402624064,0
4203,2023-01-04,"244680158, 244680670, 1000820670, 5773420162, 5773425584, 14000300002",459611.6459999999,0.5989430108260935,1,0.5890220218859487,1
4203,2023-01-20,1000100162,254668.22549999994,0.8755860357120182,1,0.8938299129826354,1
4203,2023-01-25,"42381464, 403621338, 580781532, 580841532, 580861532, 1000260714, 1000820670, 5616140354, 5771540354, 5772901532",392548.83199999994,0.936590703836799,1,0.9429736078920498,1
4203,2023-02-01,"580821532, 580841532, 580861532, 580881532, 1000260162, 1000260714, 1000300162, 1000320714, 5771700670",416875.25099999993,0.9609347530272283,1,0.9655339019785374,1
4203,2023-02-15,1000105584,374450.11499999993,0.8964321241727472,1,0.9051089458679746,1
4203,2023-02-23,6803145584,412282.76050000003,0.9138552003407647,1,0.9178779105104576,1
4203,2023-03-06,"403621338, 580581532, 580681532, 580781532, 580841532, 1000100162, 1000105584, 1000260162, 1000820670, 5770880354, 5771541338, 5771741022, 5772901532, 5773425584",485956.3465714286,0.9179279050625797,1,0.9141855643340525,1
4203,2023-03-15,"41501464, 42381464, 42720670",734696.132625,0.9870430679301982,1,0.9845552483009085,1
4203,2023-03-20,"1000300162, 1000820670, 5760181338",671134.2993333334,0.9303179580781119,1,0.9314819787749061,1
4203,2023-04-10,"580681532, 580821532, 1000260162, 1000320162, 5771741022",610490.8095,0.9451268089111218,1,0.9532455683942117,1
4203,2023-04-11,"244680670, 402240666, 580581532, 580681532, 580761532, 580841532, 1000260714, 1000305584, 1000820670, 5680081020, 5772901528, 5773445584, 6803145584",617619.2206363636,0.9485899236238244,1,0.9530406223224267,1
4203,2023-05-04,1000100162,568360.247,0.9297442437395392,1,0.9372678497754479,1
4203,2023-05-05,"42380670, 42381464, 403620354, 580581532, 580681532, 580781532, 580841532, 580861532, 1000100162, 1000260162, 1000280162, 1000320162, 1000820670, 5771540354, 5771541338, 5771741022, 5772021022, 5773420162",568903.725,0.940064370840916,1,0.9430366700580618,1
4203,2023-05-09,"410000666, 410220666",545267.4212142857,0.9407392219558189,1,0.9456495256272727,1
4203,2023-05-11,14009840002,524618.445,0.8931421207062136,1,0.8985109192581814,1
4203,2023-05-12,42381464,509414.3998125,0.9158327641985914,1,0.9206983810600324,1
4203,2023-05-15,"244680158, 5773425584",485110.5847058823,0.905256902954433,1,0.9113756514923412,1
4203,2023-06-01,"42381464, 6803905584",475142.2368333333,0.9176866578418057,1,0.9194092493108803,1
4203,2023-06-05,"42381464, 244680670, 244720158, 402240354, 402240666, 403620354, 580681532, 580761532, 580781532, 580801532, 580841532, 580861532, 1000100162, 1000260162, 1000280162, 1000320162, 5760180354, 5760181338, 5771540354, 5771741022, 5771901532, 5771960666, 5772021022, 5772901532, 5773040354, 5773041338, 5773420162",540410.8771578947,0.9342639757689783,1,0.9237386435923537,1
4203,2023-06-12,"402240666, 410000666, 410220666, 5771720666",552059.8082999999,0.9495691443173427,1,0.9486400676704234,1
4203,2023-06-19,"1000100162, 5771541338, 5771720666, 6803905584",545837.6968571428,0.9299879795447481,1,0.929334377658295,1
4203,2023-06-29,"1000260162, 1000820670, 5771540354, 5773420162",531781.1495454545,0.8987068456550722,1,0.8976308758184985,1
4203,2023-07-04,"42380670, 42381464, 244680158, 244700158, 402240354, 403620354, 580781532, 580801532, 580841532, 580860670, 1000105584, 1000280162, 1000285584, 1000320162, 5760181338, 5771541338, 5773425584",527647.2477391304,0.9341211302846045,1,0.9381888488981405,1
4203,2023-07-05,"580821532, 1000260162, 1000280162, 1000300162, 5772021022",509497.23987499997,0.9340025941215565,1,0.9403757167387007,1
4203,2023-07-26,"580821532, 1000105584, 1000300162, 1942300354, 5772021022",494881.4442,0.9247529445891902,1,0.9299778831045031,1
4203,2023-08-03,"244700670, 5773420162",478191.67949999997,0.9056834772396705,1,0.9086402686611768,1
4203,2023-08-07,"42380670, 42381464, 402240354, 403621338, 580681532, 580761532, 580841532, 580861532, 1000100162, 1000105584, 1000260162, 1000260714, 1000280162, 1000820670, 5616140354, 5771540354, 5771541338, 5771741022, 5772021022, 5772901532",496392.1877777778,0.9458413827466968,1,0.9428715354065952,1
4203,2023-08-08,5773020666,487016.3373214286,0.8944685454442954,1,0.8936777324402551,1
4203,2023-08-10,"244700670, 1000100162, 5771540354",476158.582137931,0.9037290804024164,1,0.9036911448588781,1
4203,2023-08-17,"42381464, 403620354, 403621338, 580581532, 580781532, 1000105584, 1000260162, 1000820670, 1220121532, 5760181338",470991.4469,0.9002582180943938,1,0.8976503319538388,1
4203,2023-08-18,5771720666,463288.5232258064,0.9060036519573137,1,0.9045391528558966,1
4203,2023-09-06,5771720666,454233.85434375,0.8948165955636574,1,0.889263961336023,1
4203,2023-09-13,5771720666,452915.1096363636,0.9033613263875203,1,0.8951925821889571,1
4203,2023-09-18,6803905584,446809.43602941174,0.8963457568475114,1,0.8880192376659076,1
4203,2023-09-20,42381464,438230.6994,0.8544149408287567,1,0.8407648757082338,1
4203,2023-09-26,"244700670, 580761532, 580781532, 580821532, 580841532, 580861532, 1000260162, 1000300162, 5760181338, 5772021022",432678.0824166667,0.8731876707176252,1,0.8614953377581492,1
4203,2023-09-27,"244680158, 244700158, 403621338, 580840670, 580841532, 580861532, 1000100162, 1000125584, 1000285584, 1000300162, 5680081020, 5772021022, 5773420162",425379.494027027,0.8679230311862731,1,0.8560498425448946,1
4203,2023-10-02,"580781532, 580821532, 580881532",414727.6277368421,0.8213183129110663,1,0.8003467968609107,1
4203,2023-10-17,"42381464, 244680158, 244700670, 403621338, 580681532, 580841532, 1000100162, 1000260162, 1000280162, 1000300162, 5771540354, 5771541338, 5773440162",417248.344,0.8272919433009339,1,0.7928196585933668,1
4203,2023-11-06,"580781532, 580821532, 580841532, 580861532, 1000260162, 1000300162, 5772021022",409790.68455,0.7924806744158117,1,0.751934382438862,1
4203,2023-11-23,"42381464, 402240666, 403620354, 403621338, 580781532, 580861532, 1000105584, 1000300162, 1000820670, 5616140354, 5760180354, 5760181338, 5771540354, 5773425584, 5773440162",416545.07699999993,0.8046757433590755,1,0.7517083975496873,1
4203,2023-11-29,1000105584,407845.737,0.7746961916130102,1,0.7276056125630352,1
4203,2023-12-18,"403621338, 580781532, 580860670, 580861532, 1000105584, 1000260714, 1000285584, 1000300162, 5680081020, 5760181338, 5771540354, 5771741022, 5772021022, 14006200002",421140.7045813953,0.6971129490835927,1,0.5944572642325688,1
4203,2024-01-05,"580781532, 580821532, 580841532, 580861532, 1000260162, 1000300162, 5744040152",414749.4310227273,0.8914685131259105,1,0.9088893620245863,1
4203,2024-01-11,"403620354, 403621338, 5771540354",405949.96520000004,0.9025081112923987,1,0.9206587988155807,1
4203,2024-01-17,"42381464, 403621338, 580781532, 580841532, 580861532, 1000105584, 1000260162, 1000280162, 1000300162, 1000320162, 5771540354, 5771741022, 5772021022, 5773420162, 5773425584",408539.5241086957,0.9296369264875249,1,0.9398128962932372,1
4203,2024-01-29,"410220666, 14009840002",419698.32906382973,0.9514533322580165,1,0.9573540859511893,1
4203,2024-01-30,"41501464, 42720670",422953.8048125,0.9270295965205179,1,0.9368222048458683,1
4203,2024-02-07,42720670,415222.6140612245,0.8948879837359147,1,0.909001671077482,1
4203,2024-02-15,"244680670, 244700670, 244720670, 402240354, 402240666, 403620354, 403621338, 580681532, 580761532, 580781532, 580841532, 1000105584, 1000260162, 1000300162, 1000320162, 1000820670, 5680081020, 5771540354, 5771741022, 5772021022, 5772901532, 5773420162, 5773425584, 14006200002",423812.28552000003,0.9326818256134123,1,0.9374503810425517,1
4203,2024-02-23,"580681532, 580741532, 580781532, 580821532, 580841532, 580861532, 1000260162, 1000300162",417556.8157647058,0.8908619918384361,1,0.9040413532990311,1
